Y_column;Model;Hyperparameters;Accuracy_kfold;Precision_kfold;Recall_kfold;F1_kfold;ROC_AUC_kfold;Confusion Matrix (k-fold);Accuracy_ext;Precision_ext;Recall_ext;F1_ext;ROC_AUC_ext;Confusion Matrix (External);NOT in AD train;NOT in AD test
397;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8421052631578947;0.8823529411764706;0.7894736842105263;0.8333333333333333;0.8421052631578948;"[[17  2]
 [ 4 15]]";0.6666666666666666;1.0;0.6666666666666666;0.8;;"[[0 0]
 [2 4]]";[];[]
398;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333334;"[[11  4]
 [ 4 11]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.7222222222222223;"[[2 1]
 [1 2]]";[];[]
399;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.5666666666666667;0.5625;0.6;0.5806451612903225;0.5666666666666667;"[[8 7]
 [6 9]]";0.5;0.0;0.0;0.0;0.625;"[[3 1]
 [2 0]]";[];[]
400;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150};0.7105263157894737;0.7222222222222222;0.6842105263157895;0.7027027027027027;0.7105263157894738;"[[14  5]
 [ 6 13]]";0.5;0.0;0.0;0.0;0.75;"[[3 1]
 [2 0]]";[];[]
401;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50};0.5588235294117647;0.5384615384615384;0.8235294117647058;0.6511627906976744;0.5588235294117647;"[[ 5 12]
 [ 3 14]]";0.6666666666666666;0.5;0.5;0.5;0.625;"[[3 1]
 [1 1]]";[];[]
402;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7352941176470589;0.7857142857142857;0.6470588235294118;0.7096774193548386;0.7352941176470588;"[[14  3]
 [ 6 11]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.7222222222222222;"[[2 1]
 [1 2]]";[];[]
403;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.5666666666666667;0.6;0.4;0.48;0.5666666666666667;"[[11  4]
 [ 9  6]]";0.5;0.0;0.0;0.0;0.75;"[[3 1]
 [2 0]]";[];[]
404;RF;{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 40};0.6111111111111112;0.5833333333333334;0.7777777777777778;0.6666666666666666;0.6111111111111112;"[[ 8 10]
 [ 4 14]]";0.8333333333333334;0.5;1.0;0.6666666666666666;0.9;"[[4 1]
 [0 1]]";[];[]
405;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.75;0.7333333333333333;0.7857142857142857;0.7586206896551724;0.75;"[[10  4]
 [ 3 11]]";0.3333333333333333;0.3333333333333333;1.0;0.5;0.5625;"[[0 4]
 [0 2]]";[];[]
406;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150};0.7941176470588235;0.7777777777777778;0.8235294117647058;0.7999999999999999;0.7941176470588235;"[[13  4]
 [ 3 14]]";0.6666666666666666;0.6666666666666666;1.0;0.8;0.5;"[[0 2]
 [0 4]]";[];[]
407;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.6470588235294118;0.6923076923076923;0.5294117647058824;0.5999999999999999;0.6470588235294117;"[[13  4]
 [ 8  9]]";0.3333333333333333;1.0;0.3333333333333333;0.5;;"[[0 0]
 [4 2]]";[];[]
408;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.7631578947368421;0.8125;0.6842105263157895;0.742857142857143;0.763157894736842;"[[16  3]
 [ 6 13]]";1.0;1.0;1.0;1.0;;[[6]];[];[]
409;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150};0.8055555555555556;0.8666666666666667;0.7222222222222222;0.7878787878787877;0.8055555555555555;"[[16  2]
 [ 5 13]]";0.6666666666666666;0.6666666666666666;1.0;0.8;0.375;"[[0 2]
 [0 4]]";[];[]
410;RF;{'max_depth': 1, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50};0.6875;0.75;0.5625;0.6428571428571429;0.6875;"[[13  3]
 [ 7  9]]";1.0;1.0;1.0;1.0;1.0;"[[2 0]
 [0 4]]";[];[]
411;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150};0.6;0.6153846153846154;0.5333333333333333;0.5714285714285715;0.6000000000000001;"[[10  5]
 [ 7  8]]";0.6666666666666666;0.6;1.0;0.7499999999999999;1.0;"[[1 2]
 [0 3]]";[];[]
412;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333334;"[[11  4]
 [ 4 11]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.7777777777777779;"[[2 1]
 [1 2]]";[];[]
413;RF;{'max_depth': 1, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 40};0.5769230769230769;0.6;0.46153846153846156;0.5217391304347826;0.576923076923077;"[[9 4]
 [7 6]]";0.8333333333333334;0.6666666666666666;1.0;0.8;1.0;"[[3 1]
 [0 2]]";[];[]
414;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.7142857142857143;1.0;0.42857142857142855;0.6;0.7142857142857143;"[[21  0]
 [12  9]]";0.5;0.6;0.75;0.6666666666666665;0.4375;"[[0 2]
 [1 3]]";[];[]
415;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150};0.8666666666666667;0.9230769230769231;0.8;0.8571428571428571;0.8666666666666667;"[[14  1]
 [ 3 12]]";0.5;0.25;1.0;0.4;0.8;"[[2 3]
 [0 1]]";[];[]
416;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.5555555555555556;0.5625;0.5;0.5294117647058824;0.5555555555555556;"[[11  7]
 [ 9  9]]";0.6666666666666666;0.8;0.8;0.8000000000000002;0.7;"[[0 1]
 [1 4]]";[];[]
417;RF;{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 40};0.8055555555555556;0.8235294117647058;0.7777777777777778;0.7999999999999999;0.8055555555555555;"[[15  3]
 [ 4 14]]";0.6666666666666666;1.0;0.6666666666666666;0.8;;"[[0 0]
 [2 4]]";[];[]
418;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.7222222222222222;0.75;0.6666666666666666;0.7058823529411765;0.7222222222222222;"[[14  4]
 [ 6 12]]";0.5;0.5;0.3333333333333333;0.4;0.5;"[[2 1]
 [2 1]]";[];[]
419;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.5277777777777778;0.5333333333333333;0.4444444444444444;0.4848484848484848;0.5277777777777778;"[[11  7]
 [10  8]]";0.5;0.5;0.6666666666666666;0.5714285714285715;0.2777777777777778;"[[1 2]
 [1 2]]";[];[]
420;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.625;0.6923076923076923;0.45;0.5454545454545455;0.625;"[[16  4]
 [11  9]]";0.5;0.75;0.6;0.6666666666666665;0.2;"[[0 1]
 [2 3]]";[];[]
421;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.8055555555555556;0.8235294117647058;0.7777777777777778;0.7999999999999999;0.8055555555555555;"[[15  3]
 [ 4 14]]";0.5;0.5;1.0;0.6666666666666666;0.5;"[[0 3]
 [0 3]]";[];[]
422;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.8125;0.8125;0.8125;0.8125;0.8125;"[[13  3]
 [ 3 13]]";0.8333333333333334;1.0;0.8;0.888888888888889;0.9;"[[1 0]
 [1 4]]";[];[]
423;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.868421052631579;0.8888888888888888;0.8421052631578947;0.8648648648648649;0.868421052631579;"[[17  2]
 [ 3 16]]";0.8333333333333334;0.0;0.0;0.0;;"[[5 1]
 [0 0]]";[];[]
424;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.8421052631578947;0.8095238095238095;0.8947368421052632;0.8500000000000001;0.8421052631578948;"[[15  4]
 [ 2 17]]";0.8333333333333334;0.0;0.0;0.0;0.19999999999999996;"[[5 0]
 [1 0]]";[];[]
425;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40};0.8823529411764706;1.0;0.7647058823529411;0.8666666666666666;0.8823529411764706;"[[17  0]
 [ 4 13]]";0.16666666666666666;0.0;0.0;0.0;0.4375;"[[1 1]
 [4 0]]";[];[]
426;RF;{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50};0.75;1.0;0.5;0.6666666666666666;0.75;"[[12  0]
 [ 6  6]]";0.8333333333333334;0.6666666666666666;1.0;0.8;0.75;"[[3 1]
 [0 2]]";[];[]
427;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.46153846153846156;0.46153846153846156;0.46153846153846156;0.46153846153846156;0.46153846153846156;"[[6 7]
 [7 6]]";0.5;0.0;0.0;0.0;0.5;"[[3 0]
 [3 0]]";[];[]
428;RF;{'max_depth': 1, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};0.4642857142857143;0.47058823529411764;0.5714285714285714;0.5161290322580646;0.4642857142857143;"[[5 9]
 [6 8]]";0.5;0.6;0.75;0.6666666666666665;0.25;"[[0 2]
 [1 3]]";[];[]
429;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.6052631578947368;0.5909090909090909;0.6842105263157895;0.6341463414634148;0.605263157894737;"[[10  9]
 [ 6 13]]";0.3333333333333333;0.0;0.0;0.0;;"[[2 4]
 [0 0]]";[];[]
430;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40};0.6666666666666666;0.6923076923076923;0.6;0.6428571428571429;0.6666666666666667;"[[11  4]
 [ 6  9]]";0.6666666666666666;1.0;0.6;0.7499999999999999;0.9;"[[1 0]
 [2 3]]";[];[]
431;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};0.5666666666666667;0.6;0.4;0.48;0.5666666666666667;"[[11  4]
 [ 9  6]]";0.8333333333333334;0.5;1.0;0.6666666666666666;0.8;"[[4 1]
 [0 1]]";[];[]
432;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.6923076923076923;0.6666666666666666;0.7692307692307693;0.7142857142857142;0.6923076923076923;"[[ 8  5]
 [ 3 10]]";0.5;0.5;0.6666666666666666;0.5714285714285715;0.6666666666666666;"[[1 2]
 [1 2]]";[];[]
433;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.625;0.6363636363636364;0.5833333333333334;0.6086956521739131;0.6250000000000001;"[[8 4]
 [5 7]]";0.6666666666666666;1.0;0.5;0.6666666666666666;0.625;"[[2 0]
 [2 2]]";[];[]
434;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9;1.0;0.8;0.888888888888889;0.9;"[[20  0]
 [ 4 16]]";0.8333333333333334;1.0;0.8;0.888888888888889;0.9;"[[1 0]
 [1 4]]";[];[]
435;RF;{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.5333333333333333;0.5294117647058824;0.6;0.5625;0.5333333333333333;"[[7 8]
 [6 9]]";0.5;0.0;0.0;0.0;0.6;"[[3 2]
 [1 0]]";[];[]
436;RF;{'max_depth': 1, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};0.6470588235294118;0.6923076923076923;0.5294117647058824;0.5999999999999999;0.6470588235294117;"[[13  4]
 [ 8  9]]";0.5;0.75;0.6;0.6666666666666665;0.2;"[[0 1]
 [2 3]]";[];[]
437;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.8125;0.8125;0.8125;0.8125;0.8125;"[[13  3]
 [ 3 13]]";0.5;0.0;0.0;0.0;0.3888888888888889;"[[3 0]
 [3 0]]";[];[]
438;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333333;0.7333333333333334;"[[11  4]
 [ 4 11]]";0.8333333333333334;1.0;0.8333333333333334;0.9090909090909091;;"[[0 0]
 [1 5]]";[];[]
439;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.7;0.75;0.6;0.6666666666666665;0.7000000000000002;"[[16  4]
 [ 8 12]]";0.8333333333333334;1.0;0.8;0.888888888888889;0.9;"[[1 0]
 [1 4]]";[];[]
440;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.5384615384615384;0.5454545454545454;0.46153846153846156;0.4999999999999999;0.5384615384615385;"[[8 5]
 [7 6]]";0.3333333333333333;0.3333333333333333;1.0;0.5;0.0625;"[[0 4]
 [0 2]]";[];[]
441;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.85;0.9375;0.75;0.8333333333333334;0.85;"[[19  1]
 [ 5 15]]";0.3333333333333333;0.3333333333333333;1.0;0.5;0.5;"[[0 4]
 [0 2]]";[];[]
442;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.7352941176470589;0.7;0.8235294117647058;0.7567567567567567;0.7352941176470588;"[[11  6]
 [ 3 14]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.5;"[[2 1]
 [1 2]]";[];[]
443;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40};0.625;0.6363636363636364;0.5833333333333334;0.6086956521739131;0.6250000000000001;"[[8 4]
 [5 7]]";0.8333333333333334;0.75;1.0;0.8571428571428571;0.7777777777777779;"[[2 1]
 [0 3]]";[];[]
444;RF;{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50};0.4230769230769231;0.4166666666666667;0.38461538461538464;0.4;0.42307692307692313;"[[6 7]
 [8 5]]";0.8333333333333334;1.0;0.8333333333333334;0.9090909090909091;;"[[0 0]
 [1 5]]";[];[]
445;RF;{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50};0.6538461538461539;0.6666666666666666;0.6153846153846154;0.64;0.6538461538461539;"[[9 4]
 [5 8]]";0.5;0.6;0.75;0.6666666666666665;0.75;"[[0 2]
 [1 3]]";[];[]
446;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.7941176470588235;0.75;0.8823529411764706;0.8108108108108107;0.7941176470588235;"[[12  5]
 [ 2 15]]";0.8333333333333334;0.5;1.0;0.6666666666666666;0.9;"[[4 1]
 [0 1]]";[];[]
447;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150};0.5357142857142857;0.5333333333333333;0.5714285714285714;0.5517241379310344;0.5357142857142857;"[[7 7]
 [6 8]]";0.3333333333333333;0.6666666666666666;0.4;0.5;0.4;"[[0 1]
 [3 2]]";[];[]
448;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.7777777777777778;0.75;0.8333333333333334;0.7894736842105262;0.7777777777777779;"[[13  5]
 [ 3 15]]";0.6666666666666666;0.0;0.0;0.0;0.4375;"[[4 0]
 [2 0]]";[];[]
449;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7222222222222222;0.7222222222222222;0.7222222222222222;0.7222222222222222;0.7222222222222222;"[[13  5]
 [ 5 13]]";0.6666666666666666;1.0;0.6666666666666666;0.8;;"[[0 0]
 [2 4]]";[];[]
450;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150};0.5769230769230769;0.5555555555555556;0.7692307692307693;0.6451612903225806;0.5769230769230769;"[[ 5  8]
 [ 3 10]]";0.6666666666666666;1.0;0.6;0.7499999999999999;0.9;"[[1 0]
 [2 3]]";[];[]
451;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.6;0.6363636363636364;0.4666666666666667;0.5384615384615385;0.6000000000000001;"[[11  4]
 [ 8  7]]";0.6666666666666666;0.5;1.0;0.6666666666666666;0.6875;"[[2 2]
 [0 2]]";[];[]
452;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.71875;0.7333333333333333;0.6875;0.7096774193548386;0.71875;"[[12  4]
 [ 5 11]]";0.8333333333333334;1.0;0.6666666666666666;0.8;0.6666666666666666;"[[3 0]
 [1 2]]";[];[]
453;RF;{'max_depth': 1, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50};0.5714285714285714;0.5833333333333334;0.5;0.5384615384615384;0.5714285714285714;"[[9 5]
 [7 7]]";0.5;0.5;0.6666666666666666;0.5714285714285715;0.7222222222222222;"[[1 2]
 [1 2]]";[];[]
454;RF;{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.631578947368421;0.631578947368421;0.631578947368421;0.631578947368421;0.631578947368421;"[[12  7]
 [ 7 12]]";0.5;0.5;1.0;0.6666666666666666;0.7222222222222222;"[[0 3]
 [0 3]]";[];[]
455;RF;{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50};0.9117647058823529;0.9375;0.8823529411764706;0.9090909090909091;0.9117647058823529;"[[16  1]
 [ 2 15]]";0.6666666666666666;1.0;0.5;0.6666666666666666;1.0;"[[2 0]
 [2 2]]";[];[]
456;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.7;0.7222222222222222;0.65;0.6842105263157895;0.7;"[[15  5]
 [ 7 13]]";0.3333333333333333;0.5;0.5;0.5;0.375;"[[0 2]
 [2 2]]";[];[]
457;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.6923076923076923;0.6666666666666666;0.7692307692307693;0.7142857142857142;0.6923076923076923;"[[ 8  5]
 [ 3 10]]";0.5;0.5;0.6666666666666666;0.5714285714285715;0.7222222222222222;"[[1 2]
 [1 2]]";[];[]
458;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50};0.8125;0.7777777777777778;0.875;0.823529411764706;0.8125;"[[12  4]
 [ 2 14]]";0.3333333333333333;0.0;0.0;0.0;0.25;"[[2 2]
 [2 0]]";[];[]
459;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50};0.7380952380952381;0.75;0.7142857142857143;0.7317073170731706;0.7380952380952381;"[[16  5]
 [ 6 15]]";1.0;1.0;1.0;1.0;;[[6]];[];[]
460;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.84375;0.8666666666666667;0.8125;0.8387096774193549;0.84375;"[[14  2]
 [ 3 13]]";0.5;0.5;1.0;0.6666666666666666;0.6666666666666667;"[[0 3]
 [0 3]]";[];[]
461;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7631578947368421;0.7777777777777778;0.7368421052631579;0.7567567567567567;0.7631578947368421;"[[15  4]
 [ 5 14]]";0.8333333333333334;0.75;1.0;0.8571428571428571;0.888888888888889;"[[2 1]
 [0 3]]";[];[]
462;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.8529411764705882;0.9285714285714286;0.7647058823529411;0.8387096774193549;0.8529411764705882;"[[16  1]
 [ 4 13]]";0.5;0.5;1.0;0.6666666666666666;0.2777777777777778;"[[0 3]
 [0 3]]";[];[]
463;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50};0.5625;0.5625;0.5625;0.5625;0.5625;"[[9 7]
 [7 9]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.5555555555555556;"[[2 1]
 [1 2]]";[];[]
464;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.5384615384615384;0.5333333333333333;0.6153846153846154;0.5714285714285715;0.5384615384615385;"[[6 7]
 [5 8]]";0.3333333333333333;0.5;0.25;0.3333333333333333;0.25;"[[1 1]
 [3 1]]";[];[]
465;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.71875;0.7058823529411765;0.75;0.7272727272727272;0.71875;"[[11  5]
 [ 4 12]]";0.5;0.5;1.0;0.6666666666666666;0.2777777777777778;"[[0 3]
 [0 3]]";[];[]
466;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7916666666666666;0.7692307692307693;0.8333333333333334;0.8;0.7916666666666666;"[[ 9  3]
 [ 2 10]]";0.5;0.5;0.3333333333333333;0.4;0.6666666666666666;"[[2 1]
 [2 1]]";[];[]
467;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};0.6666666666666666;0.6923076923076923;0.6;0.6428571428571429;0.6666666666666667;"[[11  4]
 [ 6  9]]";0.6666666666666666;0.5;0.5;0.5;0.4375;"[[3 1]
 [1 1]]";[];[]
468;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50};0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5833333333333333;"[[7 5]
 [5 7]]";0.6666666666666666;1.0;0.6666666666666666;0.8;;"[[0 0]
 [2 4]]";[];[]
469;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.6944444444444444;0.7333333333333333;0.6111111111111112;0.6666666666666666;0.6944444444444444;"[[14  4]
 [ 7 11]]";0.5;1.0;0.4;0.5714285714285715;0.9;"[[1 0]
 [3 2]]";[];[]
470;RF;{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.7368421052631579;0.7647058823529411;0.6842105263157895;0.7222222222222222;0.7368421052631579;"[[15  4]
 [ 6 13]]";0.6666666666666666;0.6;1.0;0.7499999999999999;0.7222222222222222;"[[1 2]
 [0 3]]";[];[]
471;RF;{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.6923076923076923;0.6923076923076923;0.6923076923076923;0.6923076923076923;0.6923076923076923;"[[9 4]
 [4 9]]";0.6666666666666666;1.0;0.6;0.7499999999999999;0.7;"[[1 0]
 [2 3]]";[];[]
472;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40};0.725;0.7647058823529411;0.65;0.7027027027027027;0.7250000000000001;"[[16  4]
 [ 7 13]]";0.6666666666666666;0.6666666666666666;1.0;0.8;0.6875;"[[0 2]
 [0 4]]";[];[]
473;RF;{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150};0.5714285714285714;0.5555555555555556;0.7142857142857143;0.6250000000000001;0.5714285714285715;"[[ 6  8]
 [ 4 10]]";0.6666666666666666;0.5;0.5;0.5;0.4375;"[[3 1]
 [1 1]]";[];[]
474;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150};0.8529411764705882;0.9285714285714286;0.7647058823529411;0.8387096774193549;0.8529411764705882;"[[16  1]
 [ 4 13]]";0.6666666666666666;0.8;0.8;0.8000000000000002;0.5;"[[0 1]
 [1 4]]";[];[]
475;RF;{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 40};0.7058823529411765;0.7692307692307693;0.5882352941176471;0.6666666666666667;0.7058823529411765;"[[14  3]
 [ 7 10]]";0.6666666666666666;0.8;0.8;0.8000000000000002;0.1;"[[0 1]
 [1 4]]";[];[]
476;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50};0.625;0.625;0.625;0.625;0.625;"[[10  6]
 [ 6 10]]";0.5;1.0;0.4;0.5714285714285715;0.9;"[[1 0]
 [3 2]]";[];[]
477;RF;{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.6923076923076923;0.6923076923076923;0.6923076923076923;0.6923076923076923;0.6923076923076923;"[[9 4]
 [4 9]]";1.0;1.0;1.0;1.0;1.0;"[[3 0]
 [0 3]]";[];[]
478;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50};0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666667;"[[10  5]
 [ 5 10]]";0.8333333333333334;0.5;1.0;0.6666666666666666;0.8;"[[4 1]
 [0 1]]";[];[]
479;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};0.65;0.75;0.45;0.5625000000000001;0.6499999999999999;"[[17  3]
 [11  9]]";0.6666666666666666;1.0;0.6666666666666666;0.8;;"[[0 0]
 [2 4]]";[];[]
480;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40};0.9583333333333334;0.9583333333333334;1.0;0.9787234042553191;0.5;"[[ 0  1]
 [ 0 23]]";0.6666666666666666;0.6666666666666666;1.0;0.8;0.75;"[[0 2]
 [0 4]]";[];[]
481;RF;{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40};0.90625;0.9333333333333333;0.875;0.9032258064516129;0.90625;"[[15  1]
 [ 2 14]]";1.0;1.0;1.0;1.0;1.0;"[[2 0]
 [0 4]]";[];[]
482;RF;{'max_depth': 1, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50};0.8;0.8;0.8;0.8000000000000002;0.8;"[[12  3]
 [ 3 12]]";0.3333333333333333;0.5;0.25;0.3333333333333333;0.4375;"[[1 1]
 [3 1]]";[];[]
483;RF;{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};0.7307692307692307;0.75;0.6923076923076923;0.7199999999999999;0.7307692307692306;"[[10  3]
 [ 4  9]]";0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.888888888888889;"[[2 1]
 [1 2]]";[];[]
