;time;det;charge
0;-0.912870929175277;-0.7780370162315454;-0.5423261445466405
1;-0.912870929175277;-0.8798427230171862;-0.5423261445466405
2;-0.912870929175277;-0.4914069839098783;1.8439088914585777
3;-0.912870929175277;2.047134816961999;-0.5423261445466405
4;-0.912870929175277;0.7881460390318423;1.8439088914585777
5;-0.912870929175277;-1.0595894571923328;-0.5423261445466405
6;1.0954451150103324;0.7881460390318423;1.8439088914585777
7;1.0954451150103324;2.047134816961999;-0.5423261445466405
8;-0.912870929175277;-0.3771611782900818;-0.5423261445466405
9;-0.912870929175277;1.1308834558912315;-0.5423261445466405
10;-0.912870929175277;-0.31089861103059985;-0.5423261445466405
11;-0.912870929175277;-0.917924658223785;1.8439088914585777
12;1.0954451150103324;-0.9164013808155212;-0.5423261445466405
13;-0.912870929175277;1.3296711576696774;-0.5423261445466405
14;1.0954451150103324;-0.7780370162315454;-0.5423261445466405
15;1.0954451150103324;1.3296711576696774;-0.5423261445466405
16;1.0954451150103324;-0.07174405793315919;-0.5423261445466405
17;1.0954451150103324;-0.3771611782900818;-0.5423261445466405
18;1.0954451150103324;-0.4914069839098783;1.8439088914585777
19;-0.912870929175277;-0.07174405793315919;-0.5423261445466405
20;1.0954451150103324;-1.0595894571923328;-0.5423261445466405
21;1.0954451150103324;-0.8798427230171862;-0.5423261445466405
22;0.7821588170140983;1.7166013232222161;-0.5423261445466405
23;-0.7962206789536275;0.051328080867642026;-0.5423261445466405
24;-0.6441103356403233;-0.17988693588883353;-0.5423261445466405
25;1.0954451150103324;1.080119537364887;-0.5423261445466405
26;1.0954451150103324;-0.7330961954755008;-0.5423261445466405
27;1.0954451150103324;1.9868844644863557;-0.5423261445466405
28;-0.8524404025002934;-0.0960598662332326;-0.5423261445466405
29;1.0954451150103324;-0.9099606111203224;-0.5423261445466405
30;0.6690010722270465;1.5972139610317748;-0.5423261445466405
31;1.0954451150103324;-0.9125251670641656;-0.5423261445466405
